image_path,annotation
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15360_y37304_side1536.jpg,0 1003 644 1111 778;0 853 514 904 633;0 929 419 1026 552;0 447 1027 512 1076;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14082_y36697_side1536.jpg,0 704 1043 799 1192;0 517 371 578 470;0 965 382 1014 457;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15412_y35839_side1536.jpg,0 966 462 1080 573;0 943 966 1046 1068;0 794 977 861 1062;0 462 577 567 656;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21412_y31379_side1536.jpg,0 393 901 554 1039;0 1039 515 1088 620;0 631 811 734 989;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21362_y37735_side1536.jpg,0 716 673 820 863;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x29733_y32126_side1536.jpg,0 996 627 1093 729;0 460 823 523 895;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x30430_y30935_side1536.jpg,0 711 722 825 815;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x31738_y31354_side1536.jpg,0 735 729 801 808;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x26988_y23772_side1536.jpg,0 741 721 796 815;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x30583_y21856_side1536.jpg,0 725 714 812 823;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x39937_y20970_side1536.jpg,0 695 735 842 802;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x41268_y20332_side1536.jpg,0 715 672 822 865;0 1432 301 1501 401;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x42073_y19952_side1536.jpg,0 627 681 696 781;0 843 747 908 865;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21549_y28852_side1536.jpg,0 488 710 570 767;0 602 809 691 894;0 828 1000 960 1077;0 1257 944 1357 1023;0 1325 1135 1451 1259;0 949 445 1066 550;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x41876_y43466_side1536.jpg,0 689 711 847 825;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x40173_y42164_side1536.jpg,0 902 751 1062 899;0 507 658 601 767;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x41887_y39827_side1536.jpg,0 645 644 891 893;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x40402_y38180_side1536.jpg,0 355 884 534 1033;0 1045 553 1138 604;0 1157 651 1253 700;0 945 626 1053 700;0 736 659 833 717;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x44895_y39367_side1536.jpg,0 680 686 856 850;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x44989_y37684_side1536.jpg,0 743 706 794 830;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x43295_y35940_side1536.jpg,0 740 718 796 819;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x43590_y34276_side1536.jpg,0 645 602 891 934;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x42247_y32296_side1536.jpg,0 717 734 819 802;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x42245_y27224_side1536.jpg,0 709 685 828 852;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x40617_y27182_side1536.jpg,0 1028 702 1124 739;0 416 738 506 893;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x42707_y23850_side1536.jpg,0 724 681 812 855;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x45353_y18875_side1536.jpg,0 929 663 1014 809;0 522 745 608 855;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x43547_y17826_side1536.jpg,0 724 706 813 830;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x41960_y18009_side1536.jpg,0 719 678 817 858;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x38156_y21785_side1536.jpg,0 713 723 823 813;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x30400_y29160_side1536.jpg,0 720 722 816 814;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x28393_y28925_side1536.jpg,0 705 705 831 831;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x26359_y30552_side1536.jpg,0 717 704 820 833;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22628_y23063_side1536.jpg,0 733 672 803 865;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x29989_y6634_side1536.jpg,0 591 393 673 518;0 873 1024 938 1139;0 1359 824 1459 1010;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x25154_y6508_side1536.jpg,0 906 771 1056 875;0 500 690 611 738;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22253_y6762_side1536.jpg,0 702 810 806 937;0 739 697 882 837;0 655 615 799 710;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21110_y7541_side1536.jpg,0 707 732 829 805;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17815_y18715_side1536.jpg,0 739 708 798 828;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18681_y26837_side1536.jpg,0 697 743 839 793;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17973_y28193_side1536.jpg,0 569 403 645 544;0 900 996 958 1129;0 685 668 815 789;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21840_y32483_side1536.jpg,0 739 713 798 823;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20632_y32658_side1536.jpg,0 1066 896 1220 1004;0 695 526 789 648;0 362 854 427 976;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19735_y33280_side1536.jpg,0 735 807 801 862;0 1259 232 1324 354;0 216 1193 275 1293;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x16771_y34966_side1536.jpg,0 851 860 954 947;0 540 434 694 518;0 872 1020 966 1100;0 805 27 1042 164;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19389_y47742_side1536.jpg,0 709 716 827 820;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x25331_y47711_side1536.jpg,0 766 810 833 935;0 681 618 793 711;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x26488_y47528_side1536.jpg,0 784 744 925 855;0 628 689 735 784;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x23713_y39095_side1536.jpg,0 914 777 1057 888;0 505 650 599 758;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x36483_y25775_side1536.jpg,0 479 742 565 800;0 968 731 1062 802;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x34098_y26415_side1536.jpg,0 697 681 839 855;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19912_y21930_side1536.jpg,0 815 709 965 800;0 910 824 1016 976;0 546 593 601 681;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x16609_y24284_side1536.jpg,0 714 735 822 802;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x16655_y28528_side1536.jpg,0 712 702 825 835;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x12720_y35196_side1536.jpg,0 1043 546 1126 628;0 368 747 433 817;0 1105 919 1166 980;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x37718_y36688_side1536.jpg,0 714 706 823 830;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x36801_y39927_side1536.jpg,0 1071 721 1146 764;0 383 664 475 732;0 396 783 465 894;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x30491_y36254_side1536.jpg,0 696 543 809 658;0 726 885 842 989;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x37843_y32156_side1536.jpg,0 776 612 833 734;0 688 810 776 916;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x39744_y32998_side1536.jpg,0 723 732 814 805;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x44546_y24941_side1536.jpg,0 632 1052 753 1172;0 788 369 900 481;0 785 250 930 342;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x45572_y23138_side1536.jpg,0 735 700 802 837;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x48706_y29028_side1536.jpg,0 1047 930 1133 1103;0 393 835 501 906;0 680 449 827 593;0 108 900 216 988;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x47201_y30546_side1536.jpg,0 711 718 825 818;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x46965_y31353_side1536.jpg,0 747 711 789 826;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x48188_y30592_side1536.jpg,0 724 729 813 808;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x45930_y30970_side1536.jpg,0 851 559 997 653;0 558 900 666 961;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x4214_y19033_side1536.jpg,0 734 709 803 828;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x1942_y25606_side1536.jpg,0 608 706 641 809;0 872 728 951 832;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14079_y41335_side1536.jpg,0 909 789 1033 899;0 525 643 607 742;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14358_y29334_side1536.jpg,0 501 584 648 746;0 927 829 998 916;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x12854_y26731_side1536.jpg,0 722 767 893 966;0 663 577 796 763;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x13814_y25527_side1536.jpg,0 877 805 945 906;0 591 616 662 746;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x13605_y25112_side1536.jpg,0 1086 1220 1154 1321;0 800 1031 871 1161;0 574 305 830 575;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14147_y12460_side1536.jpg,0 713 695 824 841;0 139 126 224 257;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x13452_y9535_side1536.jpg,0 1081 719 1198 766;1 359 730 437 860;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x13273_y10416_side1536.jpg,0 727 697 810 839;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15735_y5660_side1536.jpg,0 458 743 542 855;0 974 696 1099 778;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15809_y8204_side1536.jpg,0 744 535 913 641;0 665 873 752 1024;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15303_y10330_side1536.jpg,0 723 731 813 805;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15153_y11868_side1536.jpg,0 523 702 589 854;0 941 667 1019 851;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15036_y12684_side1536.jpg,0 717 691 820 845;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15077_y17387_side1536.jpg,0 728 726 808 810;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14337_y20625_side1536.jpg,0 737 709 799 828;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15266_y27873_side1536.jpg,0 714 716 822 821;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15436_y30494_side1536.jpg,0 727 722 809 814;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x13914_y30764_side1536.jpg,0 1022 770 1179 843;0 386 688 488 771;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14635_y33045_side1536.jpg,0 738 722 798 814;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15367_y42179_side1536.jpg,0 734 703 803 833;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x15672_y46036_side1536.jpg,0 764 635 869 708;0 670 844 770 886;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18147_y39598_side1536.jpg,0 743 711 794 825;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17570_y38644_side1536.jpg,0 697 706 840 830;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17680_y32459_side1536.jpg,0 730 673 807 863;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17452_y15861_side1536.jpg,0 704 667 833 869;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x16854_y11850_side1536.jpg,0 729 721 808 816;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x16951_y3916_side1536.jpg,0 713 717 824 819;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20199_y11227_side1536.jpg,0 725 742 812 795;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19993_y14277_side1536.jpg,0 471 522 607 568;0 916 931 1078 1053;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19071_y23299_side1536.jpg,0 907 1015 1001 1070;0 531 472 634 518;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19394_y28336_side1536.jpg,0 891 904 959 946;0 561 979 661 1031;0 769 494 826 571;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18721_y29483_side1536.jpg,0 728 1108 840 1181;0 546 968 674 1109;0 855 595 1000 661;0 879 360 932 423;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19576_y30302_side1536.jpg,0 698 732 839 805;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20149_y31511_side1536.jpg,0 733 728 803 809;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18774_y32332_side1536.jpg,0 369 654 478 743;0 1079 800 1146 876;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19309_y32380_side1536.jpg,0 544 752 611 828;0 906 722 1011 771;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18652_y36698_side1536.jpg,0 743 714 793 823;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20044_y36755_side1536.jpg,0 721 685 816 851;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19847_y37516_side1536.jpg,0 713 725 824 811;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18999_y39503_side1536.jpg,0 735 705 801 832;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19780_y40516_side1536.jpg,0 902 424 967 527;0 575 989 630 1132;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18372_y42688_side1536.jpg,0 644 593 736 727;0 791 838 904 917;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19539_y43572_side1536.jpg,0 725 704 811 832;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x18674_y44839_side1536.jpg,0 717 722 820 814;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19723_y46282_side1536.jpg,0 902 375 992 507;0 555 1186 633 1300;0 532 1057 649 1133;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21108_y50167_side1536.jpg,0 882 902 998 996;0 539 553 655 623;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21173_y47704_side1536.jpg,0 499 672 602 821;0 952 733 1021 848;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21347_y46873_side1536.jpg,0 743 708 793 829;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22201_y45989_side1536.jpg,0 524 874 623 962;0 925 590 1002 646;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21729_y44928_side1536.jpg,0 739 695 798 842;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20275_y42740_side1536.jpg,0 720 730 816 806;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22221_y41199_side1536.jpg,0 753 753 879 869;0 693 681 750 769;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21862_y38893_side1536.jpg,0 961 1021 1034 1118;0 471 430 606 506;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21848_y36819_side1536.jpg,0 702 680 834 857;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22195_y35265_side1536.jpg,0 734 694 802 842;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21373_y30059_side1536.jpg,0 705 719 832 818;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22268_y29174_side1536.jpg,0 109 678 241 755;0 538 622 638 701;0 905 639 991 698;0 606 813 732 937;0 230 123 347 228;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21121_y27816_side1536.jpg,0 706 747 830 790;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x21688_y19032_side1536.jpg,0 721 690 816 846;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20477_y14322_side1536.jpg,0 432 886 594 1008;0 985 519 1063 662;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20474_y6490_side1536.jpg,0 731 698 806 839;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x48580_y32704_side1536.jpg,0 892 614 983 739;1 546 795 652 927;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x47524_y33482_side1536.jpg,0 1033 516 1100 664;0 668 916 803 1018;0 422 514 519 624;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x44164_y38283_side1536.jpg,0 724 737 813 800;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x44109_y37235_side1536.jpg,0 704 726 833 810;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x42105_y36781_side1536.jpg,0 707 725 829 811;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x41014_y38128_side1536.jpg,0 433 605 526 656;0 991 777 1064 823;0 935 791 985 839;0 1107 881 1194 933;0 545 703 641 752;0 333 678 441 752;0 124 711 221 769;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x39044_y41307_side1536.jpg,0 695 657 842 880;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x38731_y42340_side1536.jpg,0 426 842 507 990;0 1027 580 1113 661;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x39379_y43608_side1536.jpg,0 727 715 810 821;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x39347_y44808_side1536.jpg,0 977 530 1079 650;0 987 922 1114 971;0 448 862 526 997;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x38728_y45313_side1536.jpg,0 1067 357 1145 492;0 611 488 714 566;0 378 832 482 928;0 513 1044 632 1181;0 390 488 524 569;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x35501_y45911_side1536.jpg,0 823 943 951 1013;0 592 860 708 962;0 796 519 854 600;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x33459_y45807_side1536.jpg,0 821 577 967 653;0 606 885 678 957;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x34276_y44003_side1536.jpg,0 726 722 811 815;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x35373_y42241_side1536.jpg,0 726 725 811 811;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x35539_y37474_side1536.jpg,0 673 709 864 828;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x33734_y36564_side1536.jpg,0 793 682 852 800;0 652 766 775 826;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x35154_y36057_side1536.jpg,0 737 715 800 822;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x34150_y33161_side1536.jpg,0 741 710 795 826;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x26861_y32030_side1536.jpg,0 964 696 1037 836;0 469 696 604 844;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x24914_y32672_side1536.jpg,0 647 363 1268 595;0 526 1033 632 1082;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x27503_y34261_side1536.jpg,0 710 740 826 797;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x25807_y39521_side1536.jpg,0 495 773 603 816;0 1195 1072 1303 1138;0 225 390 349 475;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x24875_y40841_side1536.jpg,0 707 689 830 847;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x24895_y43311_side1536.jpg,0 430 591 519 664;0 989 828 1064 990;0 1017 641 1109 707;0 1346 1288 1429 1392;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x25718_y46135_side1536.jpg,0 736 728 800 809;0 89 1215 174 1367;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x8897_y41409_side1536.jpg,0 707 709 830 827;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x7906_y40476_side1536.jpg,0 732 702 804 834;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x3639_y33265_side1536.jpg,0 741 693 795 844;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x5283_y34048_side1536.jpg,0 720 743 817 794;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x14306_y26788_side1536.jpg,0 708 739 828 798;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x11506_y44037_side1536.jpg,0 567 624 666 713;0 881 810 959 926;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17342_y47155_side1536.jpg,0 676 984 822 1044;0 763 494 811 552;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x22959_y45136_side1536.jpg,0 664 637 873 899;0 167 1443 244 1499;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x23792_y44317_side1536.jpg,0 651 502 722 651;0 329 434 427 543;0 1039 997 1279 1100;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x31694_y43003_side1536.jpg,0 349 591 504 695;0 1025 839 1194 950;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x32880_y42747_side1536.jpg,0 740 719 796 818;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x34450_y42624_side1536.jpg,0 722 675 815 861;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x36472_y45095_side1536.jpg,0 903 858 991 926;0 502 591 677 697;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x30026_y48436_side1536.jpg,0 737 716 799 821;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x27338_y50508_side1536.jpg,0 736 728 800 809;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x25546_y50490_side1536.jpg,0 711 744 825 793;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x23533_y49139_side1536.jpg,0 717 732 819 805;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x20812_y48548_side1536.jpg,0 700 713 837 823;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x19770_y48743_side1536.jpg,0 715 719 821 817;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x23069_y42476_side1536.jpg,0 727 711 810 825;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x17480_y49020_side1536.jpg,0 720 736 817 800;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x11542_y40822_side1536.jpg,0 797 692 905 751;0 641 788 730 841;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x12827_y40870_side1536.jpg,0 714 741 822 796;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x13699_y39953_side1536.jpg,0 708 738 828 798;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x3730_y35300_side1536.jpg,0 722 697 814 839;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x9615_y25140_side1536.jpg,0 787 523 885 587;0 679 817 722 900;0 712 935 747 1030;
E:\wei\glandular1536_20211217\images\TG2362129.svs_x10717_y24425_side1536.jpg,0 1155 1398 1285 1454;0 956 856 1086 930;0 484 589 546 697;
